Purchase ID,SN,Age,Gender,Item ID,Item Name,Price,,SN,Age,Gender,,,,Total Count,% of Players,,,Purchase Count,Average Purchase Price,Total Purchase Value,
490,Idastidru52,24,Male,148,"Warmonger, Gift of Suffering's End",4.03,,Assassa81,27,Male,,,,,,,,,,,
491,Marughi89,22,Male,22,Amnesia,2.18,,Filrion83,17,Male,,,,,,,,,,,
492,Ingatcil75,23,Male,143,Frenzied Scimitar,1.56,,Eoral49,16,Male,,,,,,,,,,,
493,Chanirrasta87,14,Male,139,"Mercy, Katana of Dismay",4.94,,Airi27,24,Other / Non-Disclosed,,,,,,,,,,,
494,Alaesu77,30,Male,3,Phantomlight,2.49,,Eurisuru25,24,Male,,,,,,,,,,,
495,Ermol76,24,Male,97,"Swan Song, Gouger Of Terror",2.5,,Liawista80,27,Male,,,,,,,,,,,
496,Tyeuduen32,23,Male,79,"Alpha, Oath of Zeal",4.05,,Lisirra58,20,Female,,,,,,,,,,,
497,Yadacal26,15,Male,52,Hatred,4.84,,Chamadarsda63,23,Male,,,,,,,,,,,
498,Firon67,35,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,,Haestyphos66,21,Male,,,,,,,,,,,
499,Iadueria43,24,Male,99,"Expiration, Warscythe Of Lost Worlds",1.71,,Phaedasurap84,17,Male,,,,,,,,,,,
500,Pheulidil31,20,Male,100,Blindscythe,3.27,,Mindimnya67,23,Male,,,,,,,,,,,
501,Eodairu79,32,Male,151,Severance,3.4,,Chadjask85,24,Male,,,,,,,,,,,
502,Frichocesta66,20,Male,16,Restored Bauble,3.55,,Eustyria89,39,Male,,,,,,,,,,,
503,Iaralsuir44,23,Male,59,"Lightning, Etcher of the King",4.23,,Iskim66,15,Male,,,,,,,,,,,
504,Chamilsala65,23,Female,82,Nirvana,4.9,,Chamast86,32,Female,,,,,,,,,,,
505,Thourdirra92,19,Male,110,Suspension,1.44,,Lirtassan78,15,Male,,,,,,,,,,,
506,Chadista79,30,Male,25,Hero Cane,4.35,,Ethrasyon38,26,Male,,,,,,,,,,,
507,Chanastnya43,22,Male,29,"Chaos, Ender of the End",1.98,,Quilassa66,7,Female,,,,,,,,,,,
508,Iskim96,16,Male,7,"Thorn, Satchel of Dark Souls",1.33,,Lisassasda39,36,Male,,,,,,,,,,,
509,Inguron55,23,Male,117,"Heartstriker, Legacy of the Light",1.79,,Mindilsa60,21,Male,,,,,,,,,,,
510,Eulolis41,22,Male,162,Abyssal Shard,2.67,,Lalossa38,25,Male,,,,,,,,,,,
511,Lassilsala30,21,Male,64,Fusion Pummel,4.82,,Chamistast30,31,Male,,,,,,,,,,,
512,Sastydeu50,35,Male,169,"Interrogator, Blood Blade of the Queen",2.18,,Hariphos58,17,Male,,,,,,,,,,,
513,Ilaesudil92,25,Male,25,Hero Cane,4.35,,Assilsan72,20,Female,,,,,,,,,,,
514,Yasur85,21,Male,21,Souleater,1.1,,Inasuir29,40,Female,,,,,,,,,,,
515,Haillyrgue51,7,Male,40,Second Chance,2.52,,Chanilsasda38,15,Male,,,,,,,,,,,
516,Aidain51,39,Female,35,Heartless Bone Dualblade,3.45,,Mindesi74,22,Male,,,,,,,,,,,
517,Aerithnuphos61,39,Male,128,"Blazeguard, Reach of Eternity",4.91,,Ililsan66,9,Male,,,,,,,,,,,
518,Yalostiphos68,29,Male,160,Azurewrath,4.4,,Idacal95,30,Male,,,,,,,,,,,
519,Eusri70,24,Female,140,Striker,2.94,,Aeral68,43,Male,,,,,,,,,,,
520,Chamjask73,22,Female,109,"Downfall, Scalpel Of The Emperor",4.76,,Tyarithn67,27,Male,,,,,,,,,,,
521,Phistym51,37,Male,50,Dawn,4.6,,Asty82,25,Male,,,,,,,,,,,
522,Meosridil82,18,Male,82,Nirvana,4.9,,Yalaeria91,33,Male,,,,,,,,,,,
523,Aillyriadru65,24,Male,21,Souleater,1.1,,Chadjask77,8,Male,,,,,,,,,,,
524,Sally64,25,Female,46,Hopeless Ebon Dualblade,1.33,,Ealiril69,35,Male,,,,,,,,,,,
525,Lirtimst73,24,Male,126,Exiled Mithril Longsword,2,,Quaecjask96,9,Male,,,,,,,,,,,
526,Ilosia37,23,Male,133,Faith's Scimitar,4.09,,Firatan58,23,Male,,,,,,,,,,,
527,Lisim51,24,Male,102,Avenger,3.44,,Yarolwen77,30,Male,,,,,,,,,,,
528,Isurria36,22,Female,19,"Pursuit, Cudgel of Necromancy",1.02,,Tyaelistidru84,19,Female,,,,,,,,,,,
529,Silaera56,21,Male,142,Righteous Might,2.62,,Yarithrin84,30,Female,,,,,,,,,,,
530,Leetirraya83,24,Male,5,Putrid Fan,4.08,,Tyaelly53,17,Female,,,,,,,,,,,
531,Lirtirra81,12,Male,143,Frenzied Scimitar,1.56,,Phiristi62,25,Male,,,,,,,,,,,
532,Eryon48,16,Male,21,Souleater,1.1,,Ililsasya43,19,Male,,,,,,,,,,,
533,Hada39,19,Male,48,"Rage, Legacy of the Lone Victor",2.48,,Aithelis62,21,Male,,,,,,,,,,,
534,Iana95,10,Male,146,Warped Iron Scimitar,3.1,,Undotesta33,18,Male,,,,,,,,,,,
535,Siralsudeu54,20,Male,155,War-Forged Gold Deflector,1.01,,Aelidru27,22,Male,,,,,,,,,,,
536,Siallylis44,20,Male,92,Final Critic,4.19,,Chanossanya44,20,Male,,,,,,,,,,,
537,Sondassan80,25,Male,112,Worldbreaker,2.6,,Maradarnya40,20,Male,,,,,,,,,,,
538,Chanadar44,25,Male,132,Persuasion,3.19,,Lisilsa62,25,Male,,,,,,,,,,,
539,Eosurdru76,11,Male,117,"Heartstriker, Legacy of the Light",1.79,,Saena89,23,Male,,,,,,,,,,,
540,Shidai42,29,Male,7,"Thorn, Satchel of Dark Souls",1.33,,Chanilsast61,30,Male,,,,,,,,,,,
541,Aesri53,31,Male,161,Devine,1.76,,Sundassa93,16,Male,,,,,,,,,,,
542,Syally44,17,Male,22,Amnesia,2.18,,Aidai73,19,Male,,,,,,,,,,,
543,Idastidru52,24,Male,121,Massacre,1.6,,Indirrian56,20,Male,,,,,,,,,,,
544,Ardcil81,34,Male,3,Phantomlight,2.49,,Lisassasta50,25,Male,,,,,,,,,,,
545,Jiskadarst60,16,Male,66,Victor Iron Spikes,4.4,,Iduelis31,23,Male,,,,,,,,,,,
546,Sondadar26,9,Male,159,"Oathbreaker, Spellblade of Trials",3.08,,Chanosiaya39,44,Male,,,,,,,,,,,
547,Malarrian73,18,Male,135,Warped Diamond Crusader,1.4,,Assylla81,20,Male,,,,,,,,,,,
548,Yathecal82,20,Female,75,Brutality Ivory Warmace,2.42,,Aidaira26,30,Male,,,,,,,,,,,
549,Maluncil97,25,Other / Non-Disclosed,146,Warped Iron Scimitar,3.1,,Eudanu84,22,Female,,,,,,,,,,,
550,Ilunyon70,20,Male,60,Wolf,3.54,,Chamiman85,20,Male,,,,,,,,,,,
551,Iri67,20,Male,160,Azurewrath,4.4,,Tyialisti80,23,Male,,,,,,,,,,,
552,Hiaral50,15,Male,155,War-Forged Gold Deflector,1.01,,Marundi65,22,Male,,,,,,,,,,,
553,Yadam35,28,Male,2,Verdict,2.48,,Eusur90,36,Male,,,,,,,,,,,
554,Dyally87,22,Male,63,Stormfury Mace,4.99,,Mindirranya33,35,Male,,,,,,,,,,,
555,Pheosurllorin41,23,Female,7,"Thorn, Satchel of Dark Souls",1.33,,Phiallylis33,19,Male,,,,,,,,,,,
556,Frichocesta66,20,Male,64,Fusion Pummel,4.82,,Isty55,20,Male,,,,,,,,,,,
557,Frichaya88,42,Male,8,"Purgatory, Gem of Regret",3.93,,Frichilsa31,15,Male,,,,,,,,,,,
558,Lassadarsda57,25,Female,108,"Extraction, Quickblade Of Trembling Hands",3.53,,Chanista95,39,Male,,,,,,,,,,,
559,Iasrira89,23,Male,34,Retribution Axe,2.22,,Aellyria80,23,Male,,,,,,,,,,,
560,Zontibe81,21,Male,2,Verdict,2.48,,Rastynusuir31,20,Male,,,,,,,,,,,
561,Chanastnya43,22,Male,35,Heartless Bone Dualblade,3.45,,Iljask75,22,Male,,,,,,,,,,,
562,Marynde90,30,Male,83,Lifebender,3.33,,Lisjaskan36,11,Male,,,,,,,,,,,
563,Isri34,38,Male,142,Righteous Might,2.62,,Mindjasksya61,17,Male,,,,,,,,,,,
564,Chamjask73,22,Female,52,Hatred,4.84,,Frichirranya75,36,Male,,,,,,,,,,,
565,Assastnya25,20,Male,179,"Wolf, Promise of the Moonwalker",4.48,,Ilast79,20,Male,,,,,,,,,,,
566,Ardonmol96,20,Male,31,Trickster,1.55,,Eratiel90,18,Male,,,,,,,,,,,
567,Lassirrasda85,20,Male,102,Avenger,3.44,,Assim27,45,Male,,,,,,,,,,,
568,Syally44,17,Male,123,Twilight's Carver,2.28,,Irith83,18,Male,,,,,,,,,,,
569,Baelollodeu94,20,Female,87,"Deluge, Edge of the West",4.43,,Ilosian36,15,Male,,,,,,,,,,,
570,Chadossa56,20,Male,69,"Frenzy, Defender of the Harvest",1.98,,Iskossasda43,16,Male,,,,,,,,,,,
571,Poshilsa82,16,Male,165,Bone Crushing Silver Skewer,4.86,,Hala31,21,Male,,,,,,,,,,,
572,Yoishirrala98,17,Female,145,Fiery Glass Crusader,4.58,,Jiskjask80,11,Male,,,,,,,,,,,
573,Sundista37,26,Male,156,Soul-Forged Steel Shortsword,1.77,,Aethedru70,21,Female,,,,,,,,,,,
574,Undare39,23,Male,131,Fury,1.44,,Yathecal72,20,Male,,,,,,,,,,,
575,Sondadar26,9,Male,137,"Aetherius, Boon of the Blessed",3.39,,Sisur91,7,Male,,,,,,,,,,,
576,Ilassa51,20,Male,34,Retribution Axe,2.22,,,,,,,,,,,,,,,
577,Filurarn35,19,Male,128,"Blazeguard, Reach of Eternity",4.91,,,,,,,,,,,,,,,
578,Aerithllora36,29,Female,153,Mercenary Sabre,3.74,,,,,,,,,,,,,,,
579,Marilsa69,25,Female,12,Dawne,1.02,,,,,,,,,,,,,,,
580,Tyida79,24,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,,,,,,,,,,,,,,,
581,Phaestycal84,23,Male,117,"Heartstriker, Legacy of the Light",1.79,,,,,,,,,,,,,,,
582,Irilis75,20,Male,19,"Pursuit, Cudgel of Necromancy",1.02,,,,,,,,,,,,,,,
583,Aeralstical35,20,Male,49,"The Oculus, Token of Lost Worlds",2.96,,,,,,,,,,,,,,,
584,Aelin32,20,Male,115,Spectral Diamond Doomblade,2.04,,,,,,,,,,,,,,,
585,Chanirrala39,22,Male,85,Malificent Bag,1.75,,,,,,,,,,,,,,,
586,Chanirra79,23,Female,155,War-Forged Gold Deflector,1.01,,,,,,,,,,,,,,,
587,Assirra56,22,Male,132,Persuasion,3.19,,,,,,,,,,,,,,,
588,Lassadarsda57,25,Female,15,Soul Infused Crystal,2.96,,,,,,,,,,,,,,,
589,Seolollo93,30,Male,106,Crying Steel Sickle,3.41,,,,,,,,,,,,,,,
590,Iathem87,20,Male,132,Persuasion,3.19,,,,,,,,,,,,,,,
591,Iasurriacal29,20,Male,113,Solitude's Reaver,4.07,,,,,,,,,,,,,,,
592,Lisast98,22,Male,170,Shadowsteel,3.97,,,,,,,,,,,,,,,
593,Lassimla92,25,Male,128,"Blazeguard, Reach of Eternity",4.91,,,,,,,,,,,,,,,
594,Filrion59,27,Male,89,"Blazefury, Protector of Delusions",4.64,,,,,,,,,,,,,,,
595,Yathedeu43,22,Male,55,Vindictive Glass Edge,2.27,,,,,,,,,,,,,,,
596,Seudaillorap38,27,Male,146,Warped Iron Scimitar,3.1,,,,,,,,,,,,,,,
597,Quinarap53,15,Male,86,Stormfury Lantern,2.27,,,,,,,,,,,,,,,
598,Halaecal66,22,Male,111,Misery's End,4.89,,,,,,,,,,,,,,,
599,Hiaral50,15,Male,13,Serenity,1.41,,,,,,,,,,,,,,,
600,Iskosian40,16,Male,166,Thirsty Iron Reaver,3.07,,,,,,,,,,,,,,,
601,Ilastilis78,11,Male,93,Apocalyptic Battlescythe,1.97,,,,,,,,,,,,,,,
602,Seosrim97,20,Male,65,Conqueror Adamantite Mace,4.24,,,,,,,,,,,,,,,
603,Lisosia93,25,Male,132,Persuasion,3.19,,,,,,,,,,,,,,,
604,Lisim51,24,Male,34,Retribution Axe,2.22,,,,,,,,,,,,,,,
605,Farrian71,18,Male,159,"Oathbreaker, Spellblade of Trials",3.08,,,,,,,,,,,,,,,
606,Nitherian58,28,Male,123,Twilight's Carver,2.28,,,,,,,,,,,,,,,
607,Rithe53,15,Female,80,Dreamsong,3.39,,,,,,,,,,,,,,,
608,Leyirra83,24,Female,132,Persuasion,3.33,,,,,,,,,,,,,,,
609,Lisosia93,25,Male,40,Second Chance,2.52,,,,,,,,,,,,,,,
610,Frichossala54,7,Male,159,"Oathbreaker, Spellblade of Trials",3.08,,,,,,,,,,,,,,,
611,Chamjaskya75,16,Male,176,Relentless Iron Skewer,2.84,,,,,,,,,,,,,,,
612,Silaera56,21,Male,52,Hatred,4.84,,,,,,,,,,,,,,,
613,Quanrion96,21,Female,159,"Oathbreaker, Spellblade of Trials",3.08,,,,,,,,,,,,,,,
614,Chadadarla74,30,Male,65,Conqueror Adamantite Mace,4.24,,,,,,,,,,,,,,,
615,Sida61,20,Female,72,Winter's Bite,3.77,,,,,,,,,,,,,,,
616,Tyaelaelis94,20,Male,78,"Glimmer, Ender of the Moon",4.4,,,,,,,,,,,,,,,
617,Chamimla85,16,Male,40,Second Chance,2.52,,,,,,,,,,,,,,,
618,Aisurdru79,29,Female,183,Dragon's Greatsword,1.09,,,,,,,,,,,,,,,
619,Quanenrian83,15,Male,55,Vindictive Glass Edge,2.27,,,,,,,,,,,,,,,
620,Undosian34,21,Male,109,"Downfall, Scalpel Of The Emperor",4.76,,,,,,,,,,,,,,,
621,Seosrim97,20,Male,26,Unholy Wand,1.12,,,,,,,,,,,,,,,
622,Chanirra64,25,Male,129,"Fate, Vengeance of Eternal Justice",1.54,,,,,,,,,,,,,,,
623,Iral74,21,Male,114,Yearning Mageblade,3.82,,,,,,,,,,,,,,,
624,Marynde90,30,Male,29,"Chaos, Ender of the End",1.98,,,,,,,,,,,,,,,
625,Yadaisuir65,20,Male,133,Faith's Scimitar,4.09,,,,,,,,,,,,,,,
626,Syathecal44,16,Male,75,Brutality Ivory Warmace,2.42,,,,,,,,,,,,,,,
627,Arin32,25,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,,,,,,,,,,,,,,,
628,Hada39,19,Male,167,"Malice, Legacy of the Queen",3.61,,,,,,,,,,,,,,,
629,Maluncil97,25,Other / Non-Disclosed,107,"Splitter, Foe Of Subtlety",2.18,,,,,,,,,,,,,,,
630,Aelaria33,23,Male,171,Scalpel,1.79,,,,,,,,,,,,,,,
631,Assassa81,27,Male,137,"Aetherius, Boon of the Blessed",3.39,,,,,,,,,,,,,,,
632,Filrion83,17,Male,160,Azurewrath,4.4,,,,,,,,,,,,,,,
633,Chanastnya43,22,Male,80,Dreamsong,3.39,,,,,,,,,,,,,,,
634,Eoral49,16,Male,103,Singed Scalpel,4.35,,,,,,,,,,,,,,,
635,Ali84,29,Male,4,Bloodlord's Fetish,1.7,,,,,,,,,,,,,,,
636,Chanirrala39,22,Male,78,"Glimmer, Ender of the Moon",4.4,,,,,,,,,,,,,,,
637,Airi27,24,Other / Non-Disclosed,163,Thunderfury Scimitar,3.45,,,,,,,,,,,,,,,
638,Eurisuru25,24,Male,22,Amnesia,2.18,,,,,,,,,,,,,,,
639,Liawista80,27,Male,86,Stormfury Lantern,2.27,,,,,,,,,,,,,,,
640,Sausosia74,22,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,,,,,,,,,,,,,,,
641,Lisirra58,20,Female,49,"The Oculus, Token of Lost Worlds",2.96,,,,,,,,,,,,,,,
642,Chamadarsda63,23,Male,127,"Heartseeker, Reaver of Souls",3.92,,,,,,,,,,,,,,,
643,Haestyphos66,21,Male,93,Apocalyptic Battlescythe,1.97,,,,,,,,,,,,,,,
644,Bartassaya73,26,Male,22,Amnesia,2.18,,,,,,,,,,,,,,,
645,Phaedasurap84,17,Male,114,Yearning Mageblade,3.82,,,,,,,,,,,,,,,
646,Mindimnya67,23,Male,116,Renewed Skeletal Katana,4.18,,,,,,,,,,,,,,,
647,Chadjask85,24,Male,61,Ragnarok,3.87,,,,,,,,,,,,,,,
648,Eustyria89,39,Male,150,Deathraze,2.85,,,,,,,,,,,,,,,
649,Iskim66,15,Male,67,"Celeste, Incarnation of the Corrupted",3.46,,,,,,,,,,,,,,,
650,Smaistysu35,30,Male,161,Devine,1.76,,,,,,,,,,,,,,,
651,Lirtilsa72,24,Male,132,Persuasion,3.33,,,,,,,,,,,,,,,
652,Pheosrinudeu70,20,Male,75,Brutality Ivory Warmace,2.42,,,,,,,,,,,,,,,
653,Chamast86,32,Female,53,Vengeance Cleaver,2.05,,,,,,,,,,,,,,,
654,Tyialisudeu65,24,Male,19,"Pursuit, Cudgel of Necromancy",1.02,,,,,,,,,,,,,,,
655,Lirtassan78,15,Male,20,Netherbane,3.27,,,,,,,,,,,,,,,
656,Ethrasyon38,26,Male,115,Spectral Diamond Doomblade,2.04,,,,,,,,,,,,,,,
657,Silaera56,21,Male,19,"Pursuit, Cudgel of Necromancy",1.02,,,,,,,,,,,,,,,
658,Quilassa66,7,Female,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,,,,,,,,,,,,,,,
659,Lisassasda39,36,Male,140,Striker,2.94,,,,,,,,,,,,,,,
660,Isri34,38,Male,103,Singed Scalpel,4.35,,,,,,,,,,,,,,,
661,Strithenu87,20,Male,60,Wolf,3.54,,,,,,,,,,,,,,,
662,Mindilsa60,21,Male,0,Splinter,1.28,,,,,,,,,,,,,,,
663,Lalossa38,25,Male,72,Winter's Bite,3.77,,,,,,,,,,,,,,,
664,Chamistast30,31,Male,47,"Alpha, Reach of Ending Hope",3.58,,,,,,,,,,,,,,,
665,Hariphos58,17,Male,73,Ritual Mace,2.05,,,,,,,,,,,,,,,
666,Assilsan72,20,Female,82,Nirvana,4.9,,,,,,,,,,,,,,,
667,Inasuir29,40,Female,66,Victor Iron Spikes,4.4,,,,,,,,,,,,,,,
668,Chanilsasda38,15,Male,40,Second Chance,2.52,,,,,,,,,,,,,,,
669,Mindesi74,22,Male,45,Glinting Glass Edge,3.85,,,,,,,,,,,,,,,
670,Aiduecal76,20,Male,120,Agatha,3.08,,,,,,,,,,,,,,,
671,Caesrinusuir82,30,Male,152,Darkheart,1.74,,,,,,,,,,,,,,,
672,Ililsan66,9,Male,122,Unending Tyranny,2.85,,,,,,,,,,,,,,,
673,Idacal95,30,Male,130,Alpha,2.07,,,,,,,,,,,,,,,
674,Aeral68,43,Male,77,"Piety, Guardian of Riddles",4,,,,,,,,,,,,,,,
675,Lirtastsda29,16,Male,144,Blood Infused Guardian,1.94,,,,,,,,,,,,,,,
676,Idastidru52,24,Male,111,Misery's End,4.89,,,,,,,,,,,,,,,
677,Tyarithn67,27,Male,32,Orenmir,1.14,,,,,,,,,,,,,,,
678,Rarallo90,33,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53,,,,,,,,,,,,,,,
679,Iarilis73,10,Male,153,Mercenary Sabre,3.74,,,,,,,,,,,,,,,
680,Asty82,25,Male,96,Blood-Forged Skeletal Spine,3.09,,,,,,,,,,,,,,,
681,Yalaeria91,33,Male,28,"Flux, Destroyer of Due Diligence",1.06,,,,,,,,,,,,,,,
682,Lirtossa60,24,Male,135,Warped Diamond Crusader,1.4,,,,,,,,,,,,,,,
683,Ialallo29,15,Female,145,Fiery Glass Crusader,4.58,,,,,,,,,,,,,,,
684,Phaestycal84,23,Male,169,"Interrogator, Blood Blade of the Queen",2.18,,,,,,,,,,,,,,,
685,Halaecal66,22,Male,34,Retribution Axe,2.22,,,,,,,,,,,,,,,
686,Chadjask77,8,Male,147,"Hellreaver, Heirloom of Inception",4.93,,,,,,,,,,,,,,,
687,Ealiril69,35,Male,78,"Glimmer, Ender of the Moon",4.4,,,,,,,,,,,,,,,
688,Saistyphos30,35,Male,29,"Chaos, Ender of the End",1.98,,,,,,,,,,,,,,,
689,Undjaskla97,33,Male,76,Haunted Bronzed Bludgeon,3.15,,,,,,,,,,,,,,,
690,Idaidil28,15,Male,68,"Storm-Weaver, Slayer of Inception",4.32,,,,,,,,,,,,,,,
691,Lirtistanya48,24,Male,112,Worldbreaker,2.6,,,,,,,,,,,,,,,
692,Quaecjask96,9,Male,78,"Glimmer, Ender of the Moon",4.4,,,,,,,,,,,,,,,
693,Firatan58,23,Male,88,"Emberling, Defender of Delusions",3.75,,,,,,,,,,,,,,,
694,Mindesi74,22,Male,164,Exiled Doomblade,1.63,,,,,,,,,,,,,,,
695,Lamil79,38,Male,111,Misery's End,4.89,,,,,,,,,,,,,,,
696,Yarolwen77,30,Male,87,"Deluge, Edge of the West",4.43,,,,,,,,,,,,,,,
697,Tyaelistidru84,19,Female,1,Crucifer,3.26,,,,,,,,,,,,,,,
698,Yarithrin84,30,Female,58,"Freak's Bite, Favor of Holy Might",4.14,,,,,,,,,,,,,,,
699,Tyaelly53,17,Female,130,Alpha,2.07,,,,,,,,,,,,,,,
700,Chanosia60,31,Male,90,Betrayer,2.94,,,,,,,,,,,,,,,
701,Phiristi62,25,Male,10,Sleepwalker,1.79,,,,,,,,,,,,,,,
702,Ililsasya43,19,Male,12,Dawne,1.02,,,,,,,,,,,,,,,
703,Aithelis62,21,Male,160,Azurewrath,4.4,,,,,,,,,,,,,,,
704,Undotesta33,18,Male,95,Singed Onyx Warscythe,4.74,,,,,,,,,,,,,,,
705,Aelidru27,22,Male,183,Dragon's Greatsword,1.09,,,,,,,,,,,,,,,
706,Chanossanya44,20,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,,,,,,,,,,,,,,,
707,Maradarnya40,20,Male,38,"The Void, Vengeance of Dark Magic",2.37,,,,,,,,,,,,,,,
708,Lirtastsya71,21,Male,67,"Celeste, Incarnation of the Corrupted",3.46,,,,,,,,,,,,,,,
709,Lisast87,19,Male,75,Brutality Ivory Warmace,2.42,,,,,,,,,,,,,,,
710,Lisossa25,22,Male,99,"Expiration, Warscythe Of Lost Worlds",1.71,,,,,,,,,,,,,,,
711,Chadolyla44,20,Male,94,Mourning Blade,3.49,,,,,,,,,,,,,,,
712,Lisilsa62,25,Male,92,Final Critic,4.88,,,,,,,,,,,,,,,
713,Iasur80,22,Male,46,Hopeless Ebon Dualblade,1.33,,,,,,,,,,,,,,,
714,Tyidaim51,16,Female,103,Singed Scalpel,4.35,,,,,,,,,,,,,,,
715,Eusurdeu49,23,Male,8,"Purgatory, Gem of Regret",3.93,,,,,,,,,,,,,,,
716,Saena89,23,Male,106,Crying Steel Sickle,3.41,,,,,,,,,,,,,,,
717,Chanilsast61,30,Male,177,"Winterthorn, Defender of Shifting Worlds",2.08,,,,,,,,,,,,,,,
718,Ilirrasda54,37,Male,20,Netherbane,3.27,,,,,,,,,,,,,,,
719,Sundassa93,16,Male,158,"Darkheart, Butcher of the Champion",2.45,,,,,,,,,,,,,,,
720,Aidai73,19,Male,159,"Oathbreaker, Spellblade of Trials",3.08,,,,,,,,,,,,,,,
721,Indirrian56,20,Male,156,Soul-Forged Steel Shortsword,1.77,,,,,,,,,,,,,,,
722,Ilarin91,22,Male,92,Final Critic,4.88,,,,,,,,,,,,,,,
723,Lisista54,21,Male,177,"Winterthorn, Defender of Shifting Worlds",2.08,,,,,,,,,,,,,,,
724,Lisassasta50,25,Male,144,Blood Infused Guardian,1.94,,,,,,,,,,,,,,,
725,Malunil62,18,Male,72,Winter's Bite,3.77,,,,,,,,,,,,,,,
726,Iduelis31,23,Male,21,Souleater,1.1,,,,,,,,,,,,,,,
727,Yathecal82,20,Female,104,Gladiator's Glaive,1.93,,,,,,,,,,,,,,,
728,Chanosiaya39,44,Male,93,Apocalyptic Battlescythe,1.97,,,,,,,,,,,,,,,
729,Assylla81,20,Male,74,Yearning Crusher,4.18,,,,,,,,,,,,,,,
730,Aidaira26,30,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,,,,,,,,,,,,,,,
731,Eudanu84,22,Female,12,Dawne,1.02,,,,,,,,,,,,,,,
732,Eurithphos97,9,Male,97,"Swan Song, Gouger Of Terror",2.5,,,,,,,,,,,,,,,
733,Chamiman85,20,Male,66,Victor Iron Spikes,4.4,,,,,,,,,,,,,,,
734,Arin32,25,Male,165,Bone Crushing Silver Skewer,4.86,,,,,,,,,,,,,,,
735,Leetirraya83,24,Male,54,Eternal Cleaver,2.5,,,,,,,,,,,,,,,
736,Tyialisti80,23,Male,58,"Freak's Bite, Favor of Holy Might",4.14,,,,,,,,,,,,,,,
737,Marundi65,22,Male,149,"Tranquility, Razor of Black Magic",1.75,,,,,,,,,,,,,,,
738,Eusur90,36,Male,121,Massacre,1.6,,,,,,,,,,,,,,,
739,Mindirranya33,35,Male,61,Ragnarok,3.87,,,,,,,,,,,,,,,
740,Reunasu60,22,Female,127,"Heartseeker, Reaver of Souls",3.92,,,,,,,,,,,,,,,
741,Phiallylis33,19,Male,145,Fiery Glass Crusader,4.58,,,,,,,,,,,,,,,
742,Isty55,20,Male,5,Putrid Fan,4.08,,,,,,,,,,,,,,,
743,Frichilsa31,15,Male,110,Suspension,1.44,,,,,,,,,,,,,,,
744,Chanastst38,22,Male,94,Mourning Blade,3.49,,,,,,,,,,,,,,,
745,Chanista95,39,Male,37,"Shadow Strike, Glory of Ending Hope",3.16,,,,,,,,,,,,,,,
746,Aellyria80,23,Male,159,"Oathbreaker, Spellblade of Trials",3.08,,,,,,,,,,,,,,,
747,Siarithria38,38,Other / Non-Disclosed,146,Warped Iron Scimitar,3.1,,,,,,,,,,,,,,,
748,Rastynusuir31,20,Male,55,Vindictive Glass Edge,2.27,,,,,,,,,,,,,,,
749,Chanossanya44,20,Male,53,Vengeance Cleaver,2.05,,,,,,,,,,,,,,,
750,Iljask75,22,Male,167,"Malice, Legacy of the Queen",3.61,,,,,,,,,,,,,,,
751,Lisjaskan36,11,Male,30,Stormcaller,3.36,,,,,,,,,,,,,,,
752,Mindjasksya61,17,Male,112,Worldbreaker,2.6,,,,,,,,,,,,,,,
753,Frichirranya75,36,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23,,,,,,,,,,,,,,,
754,Pheosurllorin41,23,Female,79,"Alpha, Oath of Zeal",4.05,,,,,,,,,,,,,,,
755,Raesty92,12,Male,76,Haunted Bronzed Bludgeon,3.15,,,,,,,,,,,,,,,
756,Ilast79,20,Male,73,Ritual Mace,2.05,,,,,,,,,,,,,,,
757,Eratiel90,18,Male,57,"Despair, Favor of Due Diligence",4.6,,,,,,,,,,,,,,,
758,Iral74,21,Male,182,Toothpick,4.03,,,,,,,,,,,,,,,
759,Tyaelorap29,25,Male,72,Winter's Bite,3.77,,,,,,,,,,,,,,,
760,Aithelis62,21,Male,44,Bonecarvin Battle Axe,2.38,,,,,,,,,,,,,,,
761,Assim27,45,Male,17,"Lazarus, Terror of the Earth",1.7,,,,,,,,,,,,,,,
762,Asur53,26,Male,110,Suspension,1.44,,,,,,,,,,,,,,,
763,Lassilsala30,21,Male,85,Malificent Bag,1.75,,,,,,,,,,,,,,,
764,Saedaiphos46,18,Male,113,Solitude's Reaver,4.07,,,,,,,,,,,,,,,
765,Irith83,18,Male,130,Alpha,2.07,,,,,,,,,,,,,,,
766,Aelastirin39,23,Male,58,"Freak's Bite, Favor of Holy Might",4.14,,,,,,,,,,,,,,,
767,Ilmol66,8,Female,92,Final Critic,4.88,,,,,,,,,,,,,,,
768,Assassasta79,38,Male,92,Final Critic,4.88,,,,,,,,,,,,,,,
769,Ilosian36,15,Male,145,Fiery Glass Crusader,4.58,,,,,,,,,,,,,,,
